Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date
BROOKLYN/QUEENS,33AH,135,2018/6/20
BROOKLYN/QUEENS,33AI,150,2018/6/20
BROOKLYN/QUEENS,32AK,210,2018/6/20
BROOKLYN/QUEENS,32AL,265,2018/6/20
BROOKLYN/QUEENS,32AM,,
BROOKLYN/QUEENS,32F,60,2018/6/20
BROOKLYN/QUEENS,32G,180,2018/6/20
BROOKLYN/QUEENS,32H,255,2018/6/20
BROOKLYN/QUEENS,32I,595,2018/6/20
BROOKLYN/QUEENS,32J,,
BROOKLYN/QUEENS,32M,,
BROOKLYN/QUEENS,32N,190,2018/6/20
BROOKLYN/QUEENS,32O,260,2018/6/20
BROOKLYN/QUEENS,32R,725,2018/6/20
BROOKLYN/QUEENS,32S,85,2018/6/20
BROOKLYN/QUEENS,32T,650,2018/6/20
BROOKLYN/QUEENS,32U,145,2018/6/20
BROOKLYN/QUEENS,32V,615,2018/6/20
BROOKLYN/QUEENS,32W,490,2018/6/20
BROOKLYN/QUEENS,32X,190,2018/6/20
BROOKLYN/QUEENS,32Y,910,2018/6/20
BROOKLYN/QUEENS,32Z,220,2018/6/20
BROOKLYN/QUEENS,33AA,280,2018/6/20
BROOKLYN/QUEENS,33AB,385,2018/6/20
BROOKLYN/QUEENS,33AC,535,2018/6/20
BROOKLYN/QUEENS,29U,670,2018/6/20
BROOKLYN/QUEENS,29V,460,2018/6/20
BROOKLYN/QUEENS,29W,535,2018/6/20
BROOKLYN/QUEENS,29X,375,2018/6/20
BROOKLYN/QUEENS,29Y,195,2018/6/20
BROOKLYN/QUEENS,29Z,270,2018/6/20
BROOKLYN/QUEENS,30AA,500,2018/6/20
BROOKLYN/QUEENS,30AB,280,2018/6/20
BROOKLYN/QUEENS,30AC,210,2018/6/20
BROOKLYN/QUEENS,30AD,70,2018/6/20
BROOKLYN/QUEENS,30AE,135,2018/6/20
BROOKLYN/QUEENS,30AF,95,2018/6/20
BROOKLYN/QUEENS,30AG,80,2018/6/20
BROOKLYN/QUEENS,30AH,355,2018/6/20
BROOKLYN/QUEENS,30AI,55,2018/6/20
BROOKLYN/QUEENS,30AJ,60,2018/6/20
BROOKLYN/QUEENS,30AK,,
BROOKLYN/QUEENS,30AL,350,2018/6/20
BROOKLYN/QUEENS,30AM,,
BROOKLYN/QUEENS,30P,,
BROOKLYN/QUEENS,30Q,500,2018/6/20
BROOKLYN/QUEENS,30R,820,2018/6/20
BROOKLYN/QUEENS,30S,635,2018/6/20
BROOKLYN/QUEENS,30T,770,2018/6/20
BROOKLYN/QUEENS,30U,4640,2018/6/20
BROOKLYN/QUEENS,30V,755,2018/6/20
BROOKLYN/QUEENS,30W,400,2018/6/20
BROOKLYN/QUEENS,30X,470,2018/6/20
BROOKLYN/QUEENS,30Y,235,2018/6/20
BROOKLYN/QUEENS,30Z,440,2018/6/20
BROOKLYN/QUEENS,31AA,545,2018/6/20
BROOKLYN/QUEENS,31AB,320,2018/6/20
BROOKLYN/QUEENS,31AC,775,2018/6/20
BROOKLYN/QUEENS,31AD,415,2018/6/20
BROOKLYN/QUEENS,31AE,295,2018/6/20
BROOKLYN/QUEENS,31AF,465,2018/6/20
BROOKLYN/QUEENS,31AG,55,2018/6/20
BROOKLYN/QUEENS,31AH,,
BROOKLYN/QUEENS,31AI,125,2018/6/20
BROOKLYN/QUEENS,31AJ,30,2018/6/20
BROOKLYN/QUEENS,31AK,110,2018/6/20
BROOKLYN/QUEENS,31AL,150,2018/6/20
BROOKLYN/QUEENS,31AM,,
BROOKLYN/QUEENS,31N,100,2018/6/20
BROOKLYN/QUEENS,31O,210,2018/6/20
BROOKLYN/QUEENS,31Q,65,2018/6/20
BROOKLYN/QUEENS,31R,520,2018/6/20
BROOKLYN/QUEENS,31S,420,2018/6/20
BROOKLYN/QUEENS,31T,435,2018/6/20
BROOKLYN/QUEENS,31U,225,2018/6/20
BROOKLYN/QUEENS,31V,770,2018/6/20
BROOKLYN/QUEENS,31W,525,2018/6/20
BROOKLYN/QUEENS,31X,950,2018/6/20
BROOKLYN/QUEENS,31Y,420,2018/6/20
BROOKLYN/QUEENS,31Z,625,2018/6/20
BROOKLYN/QUEENS,32AA,85,2018/6/20
BROOKLYN/QUEENS,32AB,375,2018/6/20
BROOKLYN/QUEENS,32AC,755,2018/6/20
BROOKLYN/QUEENS,32AD,770,2018/6/20
BROOKLYN/QUEENS,32AE,390,2018/6/20
BROOKLYN/QUEENS,32AF,85,2018/6/20
BROOKLYN/QUEENS,32AG,125,2018/6/20
BROOKLYN/QUEENS,32AH,95,2018/6/20
BROOKLYN/QUEENS,32AI,80,2018/6/20
BROOKLYN/QUEENS,32AJ,95,2018/6/20
BROOKLYN/QUEENS,28AA,25,2018/6/20
BROOKLYN/QUEENS,28AB,140,2018/6/20
BROOKLYN/QUEENS,28AC,480,2018/6/20
BROOKLYN/QUEENS,28AD,65,2018/6/20
BROOKLYN/QUEENS,28AE,30,2018/6/20
BROOKLYN/QUEENS,28AF,280,2018/6/20
BROOKLYN/QUEENS,37K,180,2018/6/20
BROOKLYN/QUEENS,37L,175,2018/6/20
BROOKLYN/QUEENS,37M,740,2018/6/20
BROOKLYN/QUEENS,37N,685,2018/6/20
BROOKLYN/QUEENS,37O,350,2018/6/20
BROOKLYN/QUEENS,37P,420,2018/6/20
BROOKLYN/QUEENS,37Q,570,2018/6/20
BROOKLYN/QUEENS,37R,575,2018/6/20
BROOKLYN/QUEENS,37S,300,2018/6/20
BROOKLYN/QUEENS,37T,345,2018/6/20
BROOKLYN/QUEENS,37U,635,2018/6/20
BROOKLYN/QUEENS,37V,510,2018/6/20
BROOKLYN/QUEENS,37W,735,2018/6/20
BROOKLYN/QUEENS,40AA,730,2018/6/20
BROOKLYN/QUEENS,40AB,425,2018/6/20
BROOKLYN/QUEENS,40AC,205,2018/6/20
BROOKLYN/QUEENS,40AD,330,2018/6/20
BROOKLYN/QUEENS,40AJ,,
BROOKLYN/QUEENS,40AK,,
BROOKLYN/QUEENS,40AL,160,2018/6/20
BROOKLYN/QUEENS,40G,,
BROOKLYN/QUEENS,40H,,
BROOKLYN/QUEENS,34AD,345,2018/6/20
BROOKLYN/QUEENS,34AE,160,2018/6/20
BROOKLYN/QUEENS,34AF,275,2018/6/20
BROOKLYN/QUEENS,34AG,,
BROOKLYN/QUEENS,34AH,160,2018/6/20
BROOKLYN/QUEENS,34AI,125,2018/6/20
BROOKLYN/QUEENS,34AJ,180,2018/6/20
BROOKLYN/QUEENS,34AK,55,2018/6/20
BROOKLYN/QUEENS,34AL,,
BROOKLYN/QUEENS,34AM,,
BROOKLYN/QUEENS,34G,,
BROOKLYN/QUEENS,34H,,
BROOKLYN/QUEENS,34I,15,2018/6/20
BROOKLYN/QUEENS,34J,905,2018/6/20
BROOKLYN/QUEENS,34K,540,2018/6/20
BROOKLYN/QUEENS,34L,550,2018/6/20
BROOKLYN/QUEENS,34M,250,2018/6/20
BROOKLYN/QUEENS,34N,795,2018/6/20
BROOKLYN/QUEENS,34O,95,2018/6/20
BROOKLYN/QUEENS,34R,35,2018/6/20
BROOKLYN/QUEENS,34S,740,2018/6/20
BROOKLYN/QUEENS,34T,585,2018/6/20
BROOKLYN/QUEENS,34U,170,2018/6/20
BROOKLYN/QUEENS,34V,370,2018/6/20
BROOKLYN/QUEENS,34W,580,2018/6/20
BROOKLYN/QUEENS,40I,130,2018/6/20
BROOKLYN/QUEENS,40J,660,2018/6/20
BROOKLYN/QUEENS,40K,310,2018/6/20
BROOKLYN/QUEENS,40L,260,2018/6/20
BROOKLYN/QUEENS,40M,495,2018/6/20
BROOKLYN/QUEENS,40N,370,2018/6/20
BROOKLYN/QUEENS,40O,535,2018/6/20
BROOKLYN/QUEENS,40P,620,2018/6/20
BROOKLYN/QUEENS,40Q,530,2018/6/20
BROOKLYN/QUEENS,40R,345,2018/6/20
BROOKLYN/QUEENS,40S,570,2018/6/20
BROOKLYN/QUEENS,45K,,
BROOKLYN/QUEENS,45L,420,2018/6/20
BROOKLYN/QUEENS,45M,2770,2018/6/20
BROOKLYN/QUEENS,45N,5140,2018/6/20
BROOKLYN/QUEENS,45O,6785,2018/6/20
BROOKLYN/QUEENS,45P,1160,2018/6/20
BROOKLYN/QUEENS,35S,995,2018/6/20
BROOKLYN/QUEENS,35T,520,2018/6/20
BROOKLYN/QUEENS,35U,450,2018/6/20
BROOKLYN/QUEENS,35V,490,2018/6/20
BROOKLYN/QUEENS,35W,700,2018/6/20
BROOKLYN/QUEENS,35X,495,2018/6/20
BROOKLYN/QUEENS,35Y,360,2018/6/20
BROOKLYN/QUEENS,35Z,270,2018/6/20
BROOKLYN/QUEENS,36AA,150,2018/6/20
BROOKLYN/QUEENS,36AB,435,2018/6/20
BROOKLYN/QUEENS,36AC,600,2018/6/20
BROOKLYN/QUEENS,36AD,290,2018/6/20
BROOKLYN/QUEENS,36AE,530,2018/6/20
BROOKLYN/QUEENS,36AF,125,2018/6/20
BROOKLYN/QUEENS,36AG,70,2018/6/20
BROOKLYN/QUEENS,36AH,250,2018/6/20
BROOKLYN/QUEENS,36AI,10,2018/6/20
BROOKLYN/QUEENS,36AJ,125,2018/6/20
BROOKLYN/QUEENS,36AK,,
BROOKLYN/QUEENS,36AL,35,2018/6/20
BROOKLYN/QUEENS,36K,430,2018/6/20
BROOKLYN/QUEENS,36L,185,2018/6/20
BROOKLYN/QUEENS,36M,500,2018/6/20
BROOKLYN/QUEENS,36N,640,2018/6/20
BROOKLYN/QUEENS,36O,1595,2018/6/20
BROOKLYN/QUEENS,33AJ,335,2018/6/20
BROOKLYN/QUEENS,33AK,145,2018/6/20
BROOKLYN/QUEENS,33AL,250,2018/6/20
BROOKLYN/QUEENS,33AM,,
BROOKLYN/QUEENS,33G,95,2018/6/20
BROOKLYN/QUEENS,33H,380,2018/6/20
BROOKLYN/QUEENS,33I,225,2018/6/20
BROOKLYN/QUEENS,33J,460,2018/6/20
BROOKLYN/QUEENS,33K,50,2018/6/20
BROOKLYN/QUEENS,33L,135,2018/6/20
BROOKLYN/QUEENS,33M,235,2018/6/20
BROOKLYN/QUEENS,33N,560,2018/6/20
BROOKLYN/QUEENS,33O,190,2018/6/20
BROOKLYN/QUEENS,33R,515,2018/6/20
BROOKLYN/QUEENS,33S,400,2018/6/20
BROOKLYN/QUEENS,33T,335,2018/6/20
BROOKLYN/QUEENS,33U,670,2018/6/20
BROOKLYN/QUEENS,33V,470,2018/6/20
BROOKLYN/QUEENS,33W,375,2018/6/20
BROOKLYN/QUEENS,33X,435,2018/6/20
BROOKLYN/QUEENS,33Y,275,2018/6/20
BROOKLYN/QUEENS,33Z,600,2018/6/20
BROOKLYN/QUEENS,34AA,685,2018/6/20
BROOKLYN/QUEENS,34AB,1025,2018/6/20
BROOKLYN/QUEENS,34AC,575,2018/6/20
BROOKLYN/QUEENS,34X,840,2018/6/20
BROOKLYN/QUEENS,34Y,240,2018/6/20
BROOKLYN/QUEENS,34Z,765,2018/6/20
BROOKLYN/QUEENS,35AA,775,2018/6/20
BROOKLYN/QUEENS,35AB,490,2018/6/20
BROOKLYN/QUEENS,35AC,110,2018/6/20
BROOKLYN/QUEENS,35AD,570,2018/6/20
BROOKLYN/QUEENS,35AE,210,2018/6/20
BROOKLYN/QUEENS,35AF,260,2018/6/20
BROOKLYN/QUEENS,35AG,255,2018/6/20
BROOKLYN/QUEENS,35AH,175,2018/6/20
BROOKLYN/QUEENS,35AI,100,2018/6/20
BROOKLYN/QUEENS,35AJ,180,2018/6/20
BROOKLYN/QUEENS,35AK,305,2018/6/20
BROOKLYN/QUEENS,35AL,180,2018/6/20
BROOKLYN/QUEENS,35AM,100,2018/6/20
BROOKLYN/QUEENS,35I,,
BROOKLYN/QUEENS,35J,300,2018/6/20
BROOKLYN/QUEENS,35K,325,2018/6/20
BROOKLYN/QUEENS,35L,420,2018/6/20
BROOKLYN/QUEENS,35M,495,2018/6/20
BROOKLYN/QUEENS,35N,580,2018/6/20
BROOKLYN/QUEENS,35O,405,2018/6/20
BROOKLYN/QUEENS,35P,75,2018/6/20
BROOKLYN/QUEENS,35R,300,2018/6/20
BROOKLYN/QUEENS,36P,180,2018/6/20
BROOKLYN/QUEENS,36R,820,2018/6/20
BROOKLYN/QUEENS,36S,275,2018/6/20
BROOKLYN/QUEENS,36T,565,2018/6/20
BROOKLYN/QUEENS,36U,350,2018/6/20
BROOKLYN/QUEENS,36V,515,2018/6/20
BROOKLYN/QUEENS,36W,390,2018/6/20
BROOKLYN/QUEENS,36X,225,2018/6/20
BROOKLYN/QUEENS,36Y,505,2018/6/20
BROOKLYN/QUEENS,36Z,625,2018/6/20
BROOKLYN/QUEENS,37AA,265,2018/6/20
BROOKLYN/QUEENS,37AB,305,2018/6/20
BROOKLYN/QUEENS,37AC,875,2018/6/20
BROOKLYN/QUEENS,37AD,590,2018/6/20
BROOKLYN/QUEENS,37AE,,
BROOKLYN/QUEENS,37AF,125,2018/6/20
BROOKLYN/QUEENS,37AG,360,2018/6/20
BROOKLYN/QUEENS,37AH,215,2018/6/20
BROOKLYN/QUEENS,37AI,110,2018/6/20
BROOKLYN/QUEENS,37AJ,205,2018/6/20
BROOKLYN/QUEENS,37AK,215,2018/6/20
BROOKLYN/QUEENS,37AL,45,2018/6/20
BROOKLYN/QUEENS,37H,75,2018/6/20
BROOKLYN/QUEENS,37I,,
BROOKLYN/QUEENS,37J,,
BROOKLYN/QUEENS,40T,250,2018/6/20
BROOKLYN/QUEENS,40U,130,2018/6/20
BROOKLYN/QUEENS,40V,415,2018/6/20
BROOKLYN/QUEENS,40W,350,2018/6/20
BROOKLYN/QUEENS,40X,290,2018/6/20
BROOKLYN/QUEENS,40Y,445,2018/6/20
BROOKLYN/QUEENS,40Z,110,2018/6/20
BROOKLYN/QUEENS,41AA,605,2018/6/20
BROOKLYN/QUEENS,41AB,530,2018/6/20
BROOKLYN/QUEENS,41AC,410,2018/6/20
BROOKLYN/QUEENS,41AD,290,2018/6/20
BROOKLYN/QUEENS,41AE,145,2018/6/20
BROOKLYN/QUEENS,41AJ,,
BROOKLYN/QUEENS,41H,,
BROOKLYN/QUEENS,41I,,
BROOKLYN/QUEENS,41J,225,2018/6/20
BROOKLYN/QUEENS,41K,330,2018/6/20
BROOKLYN/QUEENS,41L,455,2018/6/20
BROOKLYN/QUEENS,41M,280,2018/6/20
BROOKLYN/QUEENS,41N,645,2018/6/20
BROOKLYN/QUEENS,41O,575,2018/6/20
BROOKLYN/QUEENS,41P,915,2018/6/20
BROOKLYN/QUEENS,41Q,545,2018/6/20
BROOKLYN/QUEENS,41R,495,2018/6/20
BROOKLYN/QUEENS,41S,95,2018/6/20
BROOKLYN/QUEENS,41T,170,2018/6/20
BROOKLYN/QUEENS,41U,75,2018/6/20
BROOKLYN/QUEENS,41V,495,2018/6/20
BROOKLYN/QUEENS,41W,520,2018/6/20
BROOKLYN/QUEENS,41X,500,2018/6/20
BROOKLYN/QUEENS,41Y,565,2018/6/20
BROOKLYN/QUEENS,41Z,385,2018/6/20
BROOKLYN/QUEENS,42AA,940,2018/6/20
BROOKLYN/QUEENS,42AB,260,2018/6/20
BROOKLYN/QUEENS,42AC,235,2018/6/20
BROOKLYN/QUEENS,42AD,715,2018/6/20
BROOKLYN/QUEENS,42AE,385,2018/6/20
BROOKLYN/QUEENS,42H,50,2018/6/20
BROOKLYN/QUEENS,42I,,
BROOKLYN/QUEENS,42J,385,2018/6/20
BROOKLYN/QUEENS,42K,180,2018/6/20
BROOKLYN/QUEENS,42L,400,2018/6/20
BROOKLYN/QUEENS,42M,620,2018/6/20
BROOKLYN/QUEENS,42N,305,2018/6/20
BROOKLYN/QUEENS,42O,645,2018/6/20
BROOKLYN/QUEENS,42P,3200,2018/6/20
BROOKLYN/QUEENS,42Q,425,2018/6/20
BROOKLYN/QUEENS,42R,400,2018/6/20
BROOKLYN/QUEENS,42S,570,2018/6/20
BROOKLYN/QUEENS,42T,225,2018/6/20
BROOKLYN/QUEENS,42U,125,2018/6/20
BROOKLYN/QUEENS,42V,245,2018/6/20
BROOKLYN/QUEENS,42W,235,2018/6/20
BROOKLYN/QUEENS,42X,105,2018/6/20
BROOKLYN/QUEENS,42Y,545,2018/6/20
BROOKLYN/QUEENS,42Z,310,2018/6/20
BROOKLYN/QUEENS,43J,70,2018/6/20
BROOKLYN/QUEENS,43K,470,2018/6/20
BROOKLYN/QUEENS,43L,450,2018/6/20
BROOKLYN/QUEENS,43M,460,2018/6/20
BROOKLYN/QUEENS,43N,765,2018/6/20
BROOKLYN/QUEENS,43O,1565,2018/6/20
BROOKLYN/QUEENS,43P,1405,2018/6/20
BROOKLYN/QUEENS,43Q,485,2018/6/20
BROOKLYN/QUEENS,43R,280,2018/6/20
BROOKLYN/QUEENS,43S,830,2018/6/20
BROOKLYN/QUEENS,43T,785,2018/6/20
BROOKLYN/QUEENS,43U,470,2018/6/20
BROOKLYN/QUEENS,43V,365,2018/6/20
BROOKLYN/QUEENS,43W,805,2018/6/20
BROOKLYN/QUEENS,43X,350,2018/6/20
BROOKLYN/QUEENS,43Y,975,2018/6/20
BROOKLYN/QUEENS,43Z,395,2018/6/20
BROOKLYN/QUEENS,44J,,
BROOKLYN/QUEENS,44K,165,2018/6/20
BROOKLYN/QUEENS,44L,760,2018/6/20
BROOKLYN/QUEENS,44M,1250,2018/6/20
BROOKLYN/QUEENS,44N,4950,2018/6/20
BROOKLYN/QUEENS,44O,3955,2018/6/20
BROOKLYN/QUEENS,44P,1650,2018/6/20
BROOKLYN/QUEENS,44Q,270,2018/6/20
BROOKLYN/QUEENS,44R,845,2018/6/20
BROOKLYN/QUEENS,44S,935,2018/6/20
BROOKLYN/QUEENS,44T,545,2018/6/20
BROOKLYN/QUEENS,44U,1000,2018/6/20
BROOKLYN/QUEENS,38S,1165,2018/6/20
BROOKLYN/QUEENS,38T,635,2018/6/20
BROOKLYN/QUEENS,38U,315,2018/6/20
BROOKLYN/QUEENS,38V,505,2018/6/20
BROOKLYN/QUEENS,38W,705,2018/6/20
BROOKLYN/QUEENS,38X,220,2018/6/20
BROOKLYN/QUEENS,38Y,490,2018/6/20
BROOKLYN/QUEENS,38Z,655,2018/6/20
BROOKLYN/QUEENS,39AA,290,2018/6/20
BROOKLYN/QUEENS,39AB,720,2018/6/20
BROOKLYN/QUEENS,39AC,525,2018/6/20
BROOKLYN/QUEENS,39AD,120,2018/6/20
BROOKLYN/QUEENS,39AF,,
BROOKLYN/QUEENS,39AI,,
BROOKLYN/QUEENS,39AJ,165,2018/6/20
BROOKLYN/QUEENS,39AK,80,2018/6/20
BROOKLYN/QUEENS,39AL,125,2018/6/20
BROOKLYN/QUEENS,39G,,
BROOKLYN/QUEENS,39H,,
BROOKLYN/QUEENS,39I,125,2018/6/20
BROOKLYN/QUEENS,39J,230,2018/6/20
BROOKLYN/QUEENS,39K,550,2018/6/20
BROOKLYN/QUEENS,39L,80,2018/6/20
BROOKLYN/QUEENS,39M,345,2018/6/20
BROOKLYN/QUEENS,39N,390,2018/6/20
BROOKLYN/QUEENS,39O,490,2018/6/20
BROOKLYN/QUEENS,39P,675,2018/6/20
BROOKLYN/QUEENS,39Q,480,2018/6/20
BROOKLYN/QUEENS,39R,350,2018/6/20
BROOKLYN/QUEENS,39S,550,2018/6/20
BROOKLYN/QUEENS,39T,220,2018/6/20
BROOKLYN/QUEENS,39U,550,2018/6/20
BROOKLYN/QUEENS,39V,980,2018/6/20
BROOKLYN/QUEENS,39W,545,2018/6/20
BROOKLYN/QUEENS,39X,195,2018/6/20
BROOKLYN/QUEENS,39Y,265,2018/6/20
BROOKLYN/QUEENS,39Z,490,2018/6/20
BROOKLYN/QUEENS,26AJ,,
BROOKLYN/QUEENS,26AK,,
BROOKLYN/QUEENS,35AN,,
BROOKLYN/QUEENS,26AL,,
BROOKLYN/QUEENS,26AM,,
BROOKLYN/QUEENS,27AI,45,2018/6/20
BROOKLYN/QUEENS,27AJ,20,2018/6/20
BROOKLYN/QUEENS,27AK,475,2018/6/20
BROOKLYN/QUEENS,27AL,,
BROOKLYN/QUEENS,27AM,,
BROOKLYN/QUEENS,28AJ,20,2018/6/20
BROOKLYN/QUEENS,28AK,275,2018/6/20
BROOKLYN/QUEENS,28AL,,
BROOKLYN/QUEENS,28AM,,
BROOKLYN/QUEENS,29AN,,
BROOKLYN/QUEENS,30AN,,
BROOKLYN/QUEENS,31AN,45,2018/6/20
BROOKLYN/QUEENS,32AN,60,2018/6/20
BROOKLYN/QUEENS,33AN,,
BROOKLYN/QUEENS,34AN,,
BROOKLYN/QUEENS,36AM,205,2018/6/20
BROOKLYN/QUEENS,37AM,150,2018/6/20
BROOKLYN/QUEENS,38AM,60,2018/6/20
BROOKLYN/QUEENS,39AM,250,2018/6/20
BROOKLYN/QUEENS,40AM,240,2018/6/20
BROOKLYN/QUEENS,39AG,,
BROOKLYN/QUEENS,39AH,,
BROOKLYN/QUEENS,38AE,,
BROOKLYN/QUEENS,39AE,,
BROOKLYN/QUEENS,40AE,,
BROOKLYN/QUEENS,42AD,715,2018/6/20
BROOKLYN/QUEENS,41AE,145,2018/6/20
BROOKLYN/QUEENS,42AE,385,2018/6/20
BROOKLYN/QUEENS,38AF,50,2018/6/20
BROOKLYN/QUEENS,38AG,40,2018/6/20
BROOKLYN/QUEENS,38AH,130,2018/6/20
BROOKLYN/QUEENS,40AJ,,
BROOKLYN/QUEENS,35AL,180,2018/6/20
BROOKLYN/QUEENS,41AI,,
BROOKLYN/QUEENS,27AM,,
BROOKLYN/QUEENS,26AN,,
BROOKLYN/QUEENS,39AH,,
BROOKLYN/QUEENS,40AH,,
BROOKLYN/QUEENS,41AH,,
BROOKLYN/QUEENS,39AG,,
BROOKLYN/QUEENS,40AG,60,2018/6/20
BROOKLYN/QUEENS,41AG,,
BROOKLYN/QUEENS,28AM,,
BROOKLYN/QUEENS,29AM,,
BROOKLYN/QUEENS,30AM,,
BROOKLYN/QUEENS,31AM,,
BROOKLYN/QUEENS,32AM,,
BROOKLYN/QUEENS,33AM,,
BROOKLYN/QUEENS,34AM,,
BROOKLYN/QUEENS,35AM,100,2018/6/20
BROOKLYN/QUEENS,36AM,205,2018/6/20
BROOKLYN/QUEENS,37AM,150,2018/6/20
BROOKLYN/QUEENS,38AM,60,2018/6/20
BROOKLYN/QUEENS,39AM,250,2018/6/20
BROOKLYN/QUEENS,40AM,240,2018/6/20
BROOKLYN/QUEENS,41AJ,,
BROOKLYN/QUEENS,39AF,,
BROOKLYN/QUEENS,40AF,,
BROOKLYN/QUEENS,41AF,,
BROOKLYN/QUEENS,27AO,,
BROOKLYN/QUEENS,28AO,,
BROOKLYN/QUEENS,29AO,,
BROOKLYN/QUEENS,30AO,165,2018/6/20
BROOKLYN/QUEENS,31AO,400,2018/6/20
BROOKLYN/QUEENS,32AO,55,2018/6/20
BROOKLYN/QUEENS,33AO,,
BROOKLYN/QUEENS,34AO,,
BROOKLYN/QUEENS,35AO,60,2018/6/20
BROOKLYN/QUEENS,36AO,160,2018/6/20
BROOKLYN/QUEENS,37AO,90,2018/6/20
BROOKLYN/QUEENS,38AO,250,2018/6/20
BROOKLYN/QUEENS,39AO,200,2018/6/20
BROOKLYN/QUEENS,40AO,260,2018/6/20
BROOKLYN/QUEENS,36AL,35,2018/6/20
BROOKLYN/QUEENS,37AL,45,2018/6/20
BROOKLYN/QUEENS,38AL,135,2018/6/20
BROOKLYN/QUEENS,39AL,125,2018/6/20
BROOKLYN/QUEENS,40AL,160,2018/6/20
BROOKLYN/QUEENS,34AN,,
BROOKLYN/QUEENS,35AN,,
BROOKLYN/QUEENS,36AN,165,2018/6/20
BROOKLYN/QUEENS,37AN,205,2018/6/20
BROOKLYN/QUEENS,38AN,200,2018/6/20
BROOKLYN/QUEENS,39AN,135,2018/6/20
BROOKLYN/QUEENS,40AN,365,2018/6/20
BROOKLYN/QUEENS,27AN,,
BROOKLYN/QUEENS,28AN,,
BROOKLYN/QUEENS,29AN,,
BROOKLYN/QUEENS,30AN,,
BROOKLYN/QUEENS,31AN,45,2018/6/20
BROOKLYN/QUEENS,32AN,60,2018/6/20
BROOKLYN/QUEENS,33AN,,
BROOKLYN/QUEENS,26AO,,
BROOKLYN/QUEENS,32AP,,
BROOKLYN/QUEENS,33AP,,
BROOKLYN/QUEENS,34AP,,
BROOKLYN/QUEENS,35AP,155,2018/6/20
BROOKLYN/QUEENS,36AP,125,2018/6/20
BROOKLYN/QUEENS,37AP,145,2018/6/20
BROOKLYN/QUEENS,38AP,35,2018/6/20
BROOKLYN/QUEENS,39AP,120,2018/6/20
BROOKLYN/QUEENS,40AP,90,2018/6/20
BROOKLYN/QUEENS,29AL,30,2018/6/20
BROOKLYN/QUEENS,29AM,,
BROOKLYN/QUEENS,32AL,265,2018/6/20
BROOKLYN/QUEENS,32AM,,
BROOKLYN/QUEENS,30AL,350,2018/6/20
BROOKLYN/QUEENS,30AM,,
BROOKLYN/QUEENS,31AL,150,2018/6/20
BROOKLYN/QUEENS,31AM,,
BROOKLYN/QUEENS,34AM,,
BROOKLYN/QUEENS,33AM,,
BROOKLYN/QUEENS,35AM,100,2018/6/20
BROOKLYN/QUEENS,35AN,,
BROOKLYN/QUEENS,29AN,,
BROOKLYN/QUEENS,30AN,,
BROOKLYN/QUEENS,31AN,45,2018/6/20
BROOKLYN/QUEENS,32AN,60,2018/6/20
BROOKLYN/QUEENS,33AN,,
BROOKLYN/QUEENS,34AN,,
BROOKLYN/QUEENS,36AM,205,2018/6/20
BROOKLYN/QUEENS,37AM,150,2018/6/20
BROOKLYN/QUEENS,38AM,60,2018/6/20
BROOKLYN/QUEENS,39AM,250,2018/6/20
BROOKLYN/QUEENS,40AM,240,2018/6/20
BROOKLYN/QUEENS,41AM,135,2018/6/20
BROOKLYN/QUEENS,29AX,,
BROOKLYN/QUEENS,29AY,40,2018/6/20
BROOKLYN/QUEENS,29AZ,,
BROOKLYN/QUEENS,28BA,,
BROOKLYN/QUEENS,26BB,,
BROOKLYN/QUEENS,26BC,,
BROOKLYN/QUEENS,29BN,,
BROOKLYN/QUEENS,28AU,,
BROOKLYN/QUEENS,27AW,,
BROOKLYN/QUEENS,29AM,,
BROOKLYN/QUEENS,30AM,,
BROOKLYN/QUEENS,31AM,,
BROOKLYN/QUEENS,32AM,,
BROOKLYN/QUEENS,33AM,,
BROOKLYN/QUEENS,34AM,,
BROOKLYN/QUEENS,35AM,100,2018/6/20
BROOKLYN/QUEENS,36AM,205,2018/6/20
BROOKLYN/QUEENS,37AM,150,2018/6/20
BROOKLYN/QUEENS,38AM,60,2018/6/20
BROOKLYN/QUEENS,39AM,250,2018/6/20
BROOKLYN/QUEENS,40AM,240,2018/6/20
BROOKLYN/QUEENS,41AM,135,2018/6/20
BROOKLYN/QUEENS,42AM,,
BROOKLYN/QUEENS,29AO,,
BROOKLYN/QUEENS,30AO,165,2018/6/20
BROOKLYN/QUEENS,31AO,400,2018/6/20
BROOKLYN/QUEENS,32AO,55,2018/6/20
BROOKLYN/QUEENS,33AO,,
BROOKLYN/QUEENS,34AO,,
BROOKLYN/QUEENS,35AO,60,2018/6/20
BROOKLYN/QUEENS,36AO,160,2018/6/20
BROOKLYN/QUEENS,37AO,90,2018/6/20
BROOKLYN/QUEENS,38AO,250,2018/6/20
BROOKLYN/QUEENS,39AO,200,2018/6/20
BROOKLYN/QUEENS,40AO,260,2018/6/20
BROOKLYN/QUEENS,41AO,60,2018/6/20
BROOKLYN/QUEENS,42AO,180,2018/6/20
BROOKLYN/QUEENS,43AO,80,2018/6/20
BROOKLYN/QUEENS,34AN,,
BROOKLYN/QUEENS,35AN,,
BROOKLYN/QUEENS,36AN,165,2018/6/20
